dataset,seed,model,v_measure,adjusted_rand_index
gov-ai,17,multilingual-e5-small,0.6000801189360101,0.11199234278862359
gov-ai,17,mxbai-embed-large-v1,0.5957372177342686,0.08836284111151144
gov-ai,17,nb-sbert-base,0.595407290040822,0.11684668416881008
gov-ai,17,paraphrase-multilingual-MiniLM-L12-v2,0.45392510907097494,-0.06121764886775721
gov-ai,17,paraphrase-multilingual-mpnet-base-v2,0.5017338373532363,-0.018448446930729976
gov-ai,17,potion-base-2M,0.5347628193462832,0.01613186562752969
gov-ai,17,potion-base-4M,0.48965664187383384,-0.05223645345577633
gov-ai,17,potion-base-8M,0.5121556326140982,-0.006198809524465377
gov-ai,17,potion-multilingual-128M,0.4795746839983573,-0.06469622875596986
gov-ai,17,snowflake-arctic-embed-l-v2.0,0.6940340802266525,0.2657738487927167
gov-ai,17,static-similarity-mrl-multilingual-v1,0.5054442065074147,0.005006232057324278
gov-ai,17,text-embedding-3-large,0.5775490091456921,0.07012868934378168
gov-ai,17,text-embedding-3-small,0.5914554425553222,0.11470258686315082
gov-ai,17,text-embedding-ada-002,0.6220189066638138,0.1550298689145165
gov-ai,17,xlm-roberta-base,0.5846841999970862,0.0751554501485659
gov-ai,17,xlm-roberta-large,0.6282896188272515,0.16509891075420258
gov-ai,4,EmbeddingGemma-Scandi-300m,0.45886847944869613,-0.021224546819599305
gov-ai,4,LaBSE,0.4393848189478292,-0.03879101355151575
gov-ai,4,M2V_base_glove,0.3682421179502239,-0.04824105894405349
gov-ai,4,M2V_base_glove_subword,0.3934957516971547,-0.03003750194873135
gov-ai,4,M2V_base_output,0.3954062441638633,-0.037933608704563374
gov-ai,4,Qwen3-Embedding-0.6B,0.47281199859598433,0.022523096444720645
gov-ai,4,Qwen3-Embedding-Scandi-0.6B,0.48316282324515547,0.022468208740021752
gov-ai,4,bge-m3,0.48411282690936686,0.023259301150687254
gov-ai,4,dfm-sentence-encoder-large,0.4921140227746551,0.052201483772815804
gov-ai,4,m2v-dfm-large,0.44559733497602516,-0.0008606724686218579
gov-ai,4,mmBERTscandi-base-embedding,0.5102986669370886,0.06929063427140565
gov-ai,4,model2vecdk,0.5244551345744495,0.10687333867545881
