dataset,seed,model,v_measure,adjusted_rand_index
gov-ai,4,model2vecdk-stem,0.4793818384765191,0.07822260572137693
gov-ai,4,multilingual-e5-base,0.5215316045833073,0.053968965896950646
gov-ai,4,multilingual-e5-large,0.4942272115254229,0.047623328381070626
gov-ai,4,multilingual-e5-large-instruct,0.4312656033158139,-0.03299677832873528
gov-ai,4,multilingual-e5-small,0.45886847944869613,-0.021224546819599305
gov-ai,4,mxbai-embed-large-v1,0.5210242762193507,0.071987355611454
gov-ai,4,nb-sbert-base,0.46395184867548633,0.022523096444720645
gov-ai,4,paraphrase-multilingual-MiniLM-L12-v2,0.4553908217667332,0.022295375429132666
gov-ai,4,paraphrase-multilingual-mpnet-base-v2,0.5211124885935,0.06742688642597217
gov-ai,4,potion-base-2M,0.41315348080111913,-0.06422108086639981
gov-ai,4,potion-base-4M,0.4592037794949683,-0.009115266359082615
gov-ai,4,potion-base-8M,0.4714726366075871,0.007230488766259361
gov-ai,4,potion-multilingual-128M,0.4496990284035096,-0.028786460386283012
gov-ai,4,snowflake-arctic-embed-l-v2.0,0.48052649915907053,0.015913629040586387
gov-ai,4,static-similarity-mrl-multilingual-v1,0.4137936909421611,-0.037933608704563374
gov-ai,4,text-embedding-3-large,0.4496990284035096,-0.028786460386283012
gov-ai,4,text-embedding-3-small,0.45614006030827114,-0.0024446144421002534
gov-ai,4,text-embedding-ada-002,0.45119451963931256,0.006879488007237183
gov-ai,4,xlm-roberta-base,0.39455745870237724,-0.02543347517869095
gov-ai,4,xlm-roberta-large,0.4478645528239076,0.0027912288071152945
gov-ai,18,EmbeddingGemma-Scandi-300m,0.5057079398144232,0.05002399747627564
gov-ai,18,LaBSE,0.57035014214851,0.12873366619294957
gov-ai,18,M2V_base_glove,0.5757553779908141,0.13667268547103179
gov-ai,18,M2V_base_glove_subword,0.42097712638028306,-0.037673282089630784
gov-ai,18,M2V_base_output,0.6371143243875288,0.2652425456163774
gov-ai,18,Qwen3-Embedding-0.6B,0.6050018105851775,0.17892671638599977
gov-ai,18,Qwen3-Embedding-Scandi-0.6B,0.5637509936193064,0.08286674132138858
gov-ai,18,bge-m3,0.6971629903983041,0.3812989921612542
gov-ai,18,dfm-sentence-encoder-large,0.48835716860969125,0.02474669020491977
gov-ai,18,m2v-dfm-large,0.5619300533670969,0.17683746404981657
gov-ai,18,mmBERTscandi-base-embedding,0.6552062288976499,0.27612441371894597
gov-ai,18,model2vecdk,0.5922570174118402,0.20869611600292143
gov-ai,18,model2vecdk-stem,0.5922570174118402,0.20869611600292143
gov-ai,18,multilingual-e5-base,0.6200844949033192,0.2080158474053045
gov-ai,18,multilingual-e5-large,0.5637509936193064,0.08286674132138858
gov-ai,18,multilingual-e5-large-instruct,0.591021789502961,0.1655359565807327
gov-ai,18,multilingual-e5-small,0.5768894010877059,0.1289660321015304
gov-ai,18,mxbai-embed-large-v1,0.4870042173574328,0.019929940601814584
gov-ai,18,nb-sbert-base,0.5757553779908142,0.13667268547103179
gov-ai,18,paraphrase-multilingual-MiniLM-L12-v2,0.5048751392955256,0.02834756580684919
gov-ai,18,paraphrase-multilingual-mpnet-base-v2,0.6233075728402859,0.22008141112618723
gov-ai,18,potion-base-2M,0.5940083435589032,0.15576662143826323
gov-ai,18,potion-base-4M,0.5722643091586852,0.12873366619294957
gov-ai,18,potion-base-8M,0.5131368994931759,0.011668928086838535
gov-ai,18,potion-multilingual-128M,0.5592191672295397,0.10622977407842629
gov-ai,18,snowflake-arctic-embed-l-v2.0,0.6148198312312816,0.1900283655687476
gov-ai,18,static-similarity-mrl-multilingual-v1,0.42097712638028306,-0.037673282089630784
gov-ai,18,text-embedding-3-large,0.642154345437608,0.27146504345201417
gov-ai,18,text-embedding-3-small,0.591021789502961,0.1655359565807327
gov-ai,18,text-embedding-ada-002,0.5547374183123448,0.10506457622506436
gov-ai,18,xlm-roberta-base,0.4704922822694739,-0.01486042514305607
gov-ai,18,xlm-roberta-large,0.5057079398144231,0.05002399747627564
gov-ai,16,EmbeddingGemma-Scandi-300m,0.7179000746753159,0.2153846153846154
gov-ai,16,LaBSE,0.6824005231403083,0.12894961571306576
gov-ai,16,M2V_base_glove,0.6699873672455481,0.12475247524752475
gov-ai,16,M2V_base_glove_subword,0.6491270403975284,0.09918478260869565
gov-ai,16,M2V_base_output,0.7043624858336537,0.21437740693196405
gov-ai,16,Qwen3-Embedding-0.6B,0.713416691573239,0.20253164556962025
gov-ai,16,Qwen3-Embedding-Scandi-0.6B,0.6490932651564671,0.11560693641618497
gov-ai,16,bge-m3,0.6773634312271499,0.15841584158415842
gov-ai,16,dfm-sentence-encoder-large,0.6763129102624352,0.13692307692307693
gov-ai,16,m2v-dfm-large,0.629395145433328,0.07645875251509054
gov-ai,16,mmBERTscandi-base-embedding,0.708972815589876,0.20404624277456646
gov-ai,16,model2vecdk,0.6120959258244663,0.03260225251926497
gov-ai,16,model2vecdk-stem,0.7113262276662127,0.22727272727272727
gov-ai,16,multilingual-e5-base,0.6100045565640151,0.029891304347826084
gov-ai,16,multilingual-e5-large,0.6010421017109121,0.01797175866495507
gov-ai,16,multilingual-e5-large-instruct,0.7140868361121324,0.20181219110378912
gov-ai,16,multilingual-e5-small,0.6508065335304984,0.08860759493670886
gov-ai,16,mxbai-embed-large-v1,0.7179000746753159,0.2153846153846154
gov-ai,16,nb-sbert-base,0.7048504844691448,0.18854415274463007
gov-ai,16,paraphrase-multilingual-MiniLM-L12-v2,0.71203320248026,0.22911694510739855
gov-ai,16,paraphrase-multilingual-mpnet-base-v2,0.7048504844691448,0.18854415274463007
gov-ai,16,potion-base-2M,0.6750448094095309,0.12658227848101267
gov-ai,16,potion-base-4M,0.7429102906814871,0.26968973747016706
gov-ai,16,potion-base-8M,0.7238803875753159,0.22911694510739855
gov-ai,16,potion-multilingual-128M,0.704850484469145,0.18854415274463007
gov-ai,16,snowflake-arctic-embed-l-v2.0,0.6508065335304984,0.08860759493670886
gov-ai,16,static-similarity-mrl-multilingual-v1,0.562449129957038,0.0008904719501335708
gov-ai,16,text-embedding-3-large,0.7218827497930527,0.2546153846153846
gov-ai,16,text-embedding-3-small,0.692000335944616,0.19047619047619047
gov-ai,16,text-embedding-ada-002,0.7500930086926021,0.31026252983293556
gov-ai,16,xlm-roberta-base,0.696591480495214,0.20253164556962025
gov-ai,16,xlm-roberta-large,0.6460541154370234,0.08008658008658008
gov-ai,14,EmbeddingGemma-Scandi-300m,0.45397514286973506,0.04642620872153923
gov-ai,14,LaBSE,0.4316051903960029,-0.007862347895819532
gov-ai,14,M2V_base_glove,0.42325040168006334,-0.0015284167911124164
gov-ai,14,M2V_base_glove_subword,0.4251377640048054,0.008624428248175366
gov-ai,14,M2V_base_output,0.3970674692876577,-0.025848645683494993
gov-ai,14,Qwen3-Embedding-0.6B,0.42723172768250217,0.02542988868582821
gov-ai,14,Qwen3-Embedding-Scandi-0.6B,0.5668892034218568,0.13968039891748885
gov-ai,14,bge-m3,0.4136465991676438,-0.007862347895819532
gov-ai,14,dfm-sentence-encoder-large,0.4717415953580306,0.03597476511299831
gov-ai,14,m2v-dfm-large,0.4562357411167407,0.03889251703456914
gov-ai,14,mmBERTscandi-base-embedding,0.5668892034218568,0.13968039891748885
gov-ai,14,model2vecdk,0.437073322831686,0.034871218415522216
gov-ai,14,model2vecdk-stem,0.4883835074725308,0.07422960186724234
gov-ai,14,multilingual-e5-base,0.453975142869735,0.04642620872153923
gov-ai,14,multilingual-e5-large,0.5062858202594234,0.13958175862937766
gov-ai,14,multilingual-e5-large-instruct,0.5062858202594234,0.13958175862937766
gov-ai,14,multilingual-e5-small,0.3923373164011953,-0.033168966151850734
gov-ai,14,mxbai-embed-large-v1,0.5106504069119376,0.1199556204862451
gov-ai,14,nb-sbert-base,0.506693936080335,0.11991927523626164
gov-ai,14,paraphrase-multilingual-MiniLM-L12-v2,0.43788297996953573,0.026568987543915682
gov-ai,14,paraphrase-multilingual-mpnet-base-v2,0.4508445215173167,0.025155160191545074
gov-ai,14,potion-base-2M,0.4621145786054856,0.0503886653067975
gov-ai,14,potion-base-4M,0.5013651650898154,0.12391807707150339
gov-ai,14,potion-base-8M,0.49634919603441485,0.10526419845049834
gov-ai,14,potion-multilingual-128M,0.4352468258473049,0.026568987543915682
gov-ai,14,snowflake-arctic-embed-l-v2.0,0.4402036189058268,-0.012628215123316385
gov-ai,14,static-similarity-mrl-multilingual-v1,0.3631354512096805,-0.044974871552465365
gov-ai,14,text-embedding-3-large,0.50792613639767,0.09644204539791898
gov-ai,14,text-embedding-3-small,0.5303002939559556,0.13848908779135494
gov-ai,14,text-embedding-ada-002,0.45397514286973506,0.04642620872153923
gov-ai,14,xlm-roberta-base,0.4347544606227583,0.01895544397364344
gov-ai,14,xlm-roberta-large,0.43008301294436013,-0.00048019919883686077
gov-ai,10,EmbeddingGemma-Scandi-300m,0.6411034389647412,0.1856701030927835
gov-ai,10,LaBSE,0.5826253802298529,0.04137502660901116
gov-ai,10,M2V_base_glove,0.5738769766347507,0.06699093103055105
gov-ai,10,M2V_base_glove_subword,0.5738769766347507,0.06699093103055105
gov-ai,10,M2V_base_output,0.5867277300899844,0.06403869357509928
gov-ai,10,Qwen3-Embedding-0.6B,0.5928725576843672,0.09524003916897693
gov-ai,10,Qwen3-Embedding-Scandi-0.6B,0.590688792360837,0.08561893203883494
gov-ai,10,bge-m3,0.5955312540853936,0.053459498553519766
gov-ai,10,dfm-sentence-encoder-large,0.6268666398245721,0.14618087699079935
gov-ai,10,m2v-dfm-large,0.614467095854145,0.09414175506268081
gov-ai,10,mmBERTscandi-base-embedding,0.6171358462747591,0.10265025231232244
gov-ai,10,model2vecdk,0.5309727674295677,0.01607168232822879
gov-ai,10,model2vecdk-stem,0.48383922931550255,-0.00710017414662463
gov-ai,10,multilingual-e5-base,0.61521862357212,0.09034474445515911
gov-ai,10,multilingual-e5-large,0.5680516595208864,0.013310696095076398
gov-ai,10,multilingual-e5-large-instruct,0.7083962849177468,0.30567010309278353
gov-ai,10,multilingual-e5-small,0.6316459080804077,0.13578062101460558
gov-ai,10,mxbai-embed-large-v1,0.5878344934528383,0.049100169779286926
gov-ai,10,nb-sbert-base,0.5962492122676839,0.07448854694876728
gov-ai,10,paraphrase-multilingual-MiniLM-L12-v2,0.5301533745385683,-0.027385894617696954
gov-ai,10,paraphrase-multilingual-mpnet-base-v2,0.6032443866009818,0.07284355807754263
gov-ai,10,potion-base-2M,0.5432079295102423,0.02456191477148543
gov-ai,10,potion-base-4M,0.5969359994526798,0.07613195527779808
gov-ai,10,potion-base-8M,0.5533471084123895,0.020468121012189616
gov-ai,10,potion-multilingual-128M,0.6040428709176133,0.10265025231232244
gov-ai,10,snowflake-arctic-embed-l-v2.0,0.5222975278798606,-0.05960736219709414
gov-ai,10,static-similarity-mrl-multilingual-v1,0.577207013175038,0.07612679367296382
gov-ai,10,text-embedding-3-large,0.5413873674875951,-0.02156203632805178
gov-ai,10,text-embedding-3-small,0.5857997591511848,0.027831244457165914
gov-ai,10,text-embedding-ada-002,0.6128494602972275,0.07060952449206293
gov-ai,10,xlm-roberta-base,0.5724912387253465,0.030981984134101283
gov-ai,10,xlm-roberta-large,0.5440736517493505,0.029857267007991538
gov-ai,13,EmbeddingGemma-Scandi-300m,0.7069606424334935,0.34774552284611177
gov-ai,13,LaBSE,0.6392456607506831,0.14264025611736517
gov-ai,13,M2V_base_glove,0.4985994326548523,-0.013093266636561279
gov-ai,13,M2V_base_glove_subword,0.49859943265485235,-0.013093266636561279
gov-ai,13,M2V_base_output,0.5648318371487477,0.06968678670212532
gov-ai,13,Qwen3-Embedding-0.6B,0.5664277192885063,0.07329695281853975
gov-ai,13,Qwen3-Embedding-Scandi-0.6B,0.552666786291615,0.051500743584630505
gov-ai,13,bge-m3,0.6051216936078221,0.11121051084209813
gov-ai,13,dfm-sentence-encoder-large,0.5848837912152436,0.061765046631524066
gov-ai,13,m2v-dfm-large,0.5634259821941494,0.0660181347537373
gov-ai,13,mmBERTscandi-base-embedding,0.5819146765133494,0.08279436338890712
gov-ai,13,model2vecdk,0.5197920336824544,0.021610281888180143
gov-ai,13,model2vecdk-stem,0.4998814570906933,0.028188844375276068
gov-ai,13,multilingual-e5-base,0.6316558603376115,0.22640811421055873
gov-ai,13,multilingual-e5-large,0.6903861587177056,0.31644992179806525
gov-ai,13,multilingual-e5-large-instruct,0.6801285939103963,0.3019445690073635
gov-ai,13,multilingual-e5-small,0.6491969268797878,0.2515785205352488
gov-ai,13,mxbai-embed-large-v1,0.6702430792297751,0.28286251631041714
gov-ai,13,nb-sbert-base,0.6249543543180742,0.21862758146408962
gov-ai,13,paraphrase-multilingual-MiniLM-L12-v2,0.6278869237482101,0.22154318484620283
gov-ai,13,paraphrase-multilingual-mpnet-base-v2,0.6118801005074715,0.1976487157143181
gov-ai,13,potion-base-2M,0.6533404898030681,0.22256200222470957
gov-ai,13,potion-base-4M,0.6038362909590811,0.12930684458240335
gov-ai,13,potion-base-8M,0.6725967990224966,0.2685909363272257
gov-ai,13,potion-multilingual-128M,0.5509448913928785,0.07653756243588235
gov-ai,13,snowflake-arctic-embed-l-v2.0,0.6785502575289115,0.3116491919133407
gov-ai,13,static-similarity-mrl-multilingual-v1,0.518072448922977,0.022848156026744317
gov-ai,13,text-embedding-3-large,0.6899999424984107,0.30311129212118515
gov-ai,13,text-embedding-3-small,0.6771795409864872,0.29584052867030175
gov-ai,13,text-embedding-ada-002,0.6785502575289117,0.3116491919133407
gov-ai,13,xlm-roberta-base,0.5776229849270755,0.07830584660667153
gov-ai,13,xlm-roberta-large,0.5961276714510334,0.13527676160816435
gov-ai,1,EmbeddingGemma-Scandi-300m,0.6835994747487057,0.08377523047449698
gov-ai,1,LaBSE,0.6721808322211078,0.05695640772194542
gov-ai,1,M2V_base_glove,0.6265464241356331,0.05365023153889825
gov-ai,1,M2V_base_glove_subword,0.6554965299524864,0.09330299838632382
gov-ai,1,M2V_base_output,0.6604782760051888,0.10845681177376229
gov-ai,1,Qwen3-Embedding-0.6B,0.659832622214815,0.06425493983063438
gov-ai,1,Qwen3-Embedding-Scandi-0.6B,0.6419266304370479,0.012282260944007369
gov-ai,1,bge-m3,0.6666567512945432,0.1096613374042681
gov-ai,1,dfm-sentence-encoder-large,0.7071035624060231,0.1562180787214665
gov-ai,1,m2v-dfm-large,0.6695959050470759,0.10471177413497457
gov-ai,1,mmBERTscandi-base-embedding,0.6354777224617003,0.014271842844778766
gov-ai,1,model2vecdk,0.6673390687633614,0.10122699386503067
gov-ai,1,model2vecdk-stem,0.6589311802988793,0.08195922087950315
gov-ai,1,multilingual-e5-base,0.7463960924836159,0.2556380924082603
gov-ai,1,multilingual-e5-large,0.706442913540411,0.15621449670529425
gov-ai,1,multilingual-e5-large-instruct,0.7002859463400369,0.11695720742175511
gov-ai,1,multilingual-e5-small,0.682135343318345,0.10122699386503067
gov-ai,1,mxbai-embed-large-v1,0.6609339861037713,0.0705521472392638
gov-ai,1,nb-sbert-base,0.68879933310133,0.09106771831440502
gov-ai,1,paraphrase-multilingual-MiniLM-L12-v2,0.6712047367202834,0.06554172634296895
gov-ai,1,paraphrase-multilingual-mpnet-base-v2,0.6659291430986051,0.05853681770552186
gov-ai,1,potion-base-2M,0.6675109648457589,0.09302143261374257
gov-ai,1,potion-base-4M,0.6567268648925942,0.059312264372605575
gov-ai,1,potion-base-8M,0.6186160877037223,-0.017195530457639253
gov-ai,1,potion-multilingual-128M,0.6655651490147073,0.03791053999841187
gov-ai,1,snowflake-arctic-embed-l-v2.0,0.7595936949301556,0.2787949085187501
gov-ai,1,static-similarity-mrl-multilingual-v1,0.5894693765090652,0.005110874686381394
gov-ai,1,text-embedding-3-large,0.7433947383021021,0.22082195495404047
gov-ai,1,text-embedding-3-small,0.7346395253325515,0.21675423928025728
gov-ai,1,text-embedding-ada-002,0.68879933310133,0.09106771831440502
gov-ai,1,xlm-roberta-base,0.6827653536325462,0.1308389910477934
gov-ai,1,xlm-roberta-large,0.6429478333926584,0.0462394910247671
gov-ai,12,EmbeddingGemma-Scandi-300m,0.7670799232414374,0.35979521982011353
gov-ai,12,LaBSE,0.7485150110908523,0.3277511961722488
gov-ai,12,M2V_base_glove,0.7361753469448951,0.2770334928229665
gov-ai,12,M2V_base_glove_subword,0.7361753469448952,0.2770334928229665
gov-ai,12,M2V_base_output,0.8289021414690707,0.4796108880228785
gov-ai,12,Qwen3-Embedding-0.6B,0.688878144150589,0.20408716787849074
gov-ai,12,Qwen3-Embedding-Scandi-0.6B,0.7766522084233797,0.389036023443439
gov-ai,12,bge-m3,0.8505455135584237,0.5637599709934735
gov-ai,12,dfm-sentence-encoder-large,0.8115396753293457,0.4349282296650718
gov-ai,12,m2v-dfm-large,0.6853185627190015,0.1942543956448172
gov-ai,12,mmBERTscandi-base-embedding,0.7766522084233797,0.389036023443439
gov-ai,12,model2vecdk,0.7529704650826516,0.3279037448307034
gov-ai,12,model2vecdk-stem,0.7529704650826516,0.3279037448307034
gov-ai,12,multilingual-e5-base,0.7766522084233797,0.389036023443439
gov-ai,12,multilingual-e5-large,0.7602494991315385,0.35848440899202316
gov-ai,12,multilingual-e5-large-instruct,0.797991032355254,0.419703053921496
gov-ai,12,multilingual-e5-small,0.7670799232414374,0.35979521982011353
gov-ai,12,mxbai-embed-large-v1,0.690783343203313,0.21091067320600954
gov-ai,12,nb-sbert-base,0.7763010321405016,0.3922239387920253
gov-ai,12,paraphrase-multilingual-MiniLM-L12-v2,0.6907833432033129,0.21091067320600954
gov-ai,12,paraphrase-multilingual-mpnet-base-v2,0.7006862975291609,0.23439329055966335
gov-ai,12,potion-base-2M,0.7529704650826516,0.3279037448307034
gov-ai,12,potion-base-4M,0.7006862975291609,0.23439329055966335
gov-ai,12,potion-base-8M,0.7006862975291609,0.23439329055966335
gov-ai,12,potion-multilingual-128M,0.7220593559688349,0.2681793956729699
gov-ai,12,snowflake-arctic-embed-l-v2.0,0.7602494991315385,0.35848440899202316
gov-ai,12,static-similarity-mrl-multilingual-v1,0.648311360911292,0.13589922210611866
gov-ai,12,text-embedding-3-large,0.7168152796670657,0.2751196172248804
gov-ai,12,text-embedding-3-small,0.728353719794751,0.2770334928229665
gov-ai,12,text-embedding-ada-002,0.7602494991315385,0.35848440899202316
gov-ai,12,xlm-roberta-base,0.709903362235766,0.24132968981656444
gov-ai,12,xlm-roberta-large,0.6321988155665816,0.10544118807440417
gov-ai,6,EmbeddingGemma-Scandi-300m,0.5829168958117965,0.20394522847699492
gov-ai,6,LaBSE,0.45919510376574524,0.008004792806762286
gov-ai,6,M2V_base_glove,0.4549793409088078,0.04490528372409107
gov-ai,6,M2V_base_glove_subword,0.5169722343579346,0.11570827489481067
gov-ai,6,M2V_base_output,0.3369350262182961,-0.07903353702195691
gov-ai,6,Qwen3-Embedding-0.6B,0.555134954629258,0.15257554018501146
gov-ai,6,Qwen3-Embedding-Scandi-0.6B,0.573546913807615,0.16537765716870195
gov-ai,6,bge-m3,0.6098959914256814,0.19807984890614344
gov-ai,6,dfm-sentence-encoder-large,0.5398693247662409,0.1490910979121814
gov-ai,6,m2v-dfm-large,0.548136765826223,0.150635512874091
gov-ai,6,mmBERTscandi-base-embedding,0.5578698838983287,0.136545782408335
gov-ai,6,model2vecdk,0.39974558532535964,-0.007273615358477743
gov-ai,6,model2vecdk-stem,0.4863022399076373,0.07499787631668366
gov-ai,6,multilingual-e5-base,0.6060106327412711,0.23682628731717092
gov-ai,6,multilingual-e5-large,0.4945891260059817,0.08579642516310236
gov-ai,6,multilingual-e5-large-instruct,0.4768926859806255,0.0362652774994991
gov-ai,6,multilingual-e5-small,0.49522312023288895,0.039845240672402596
gov-ai,6,mxbai-embed-large-v1,0.5150893480748273,0.08270863439306358
gov-ai,6,nb-sbert-base,0.5547859824001623,0.15088400398719898
gov-ai,6,paraphrase-multilingual-MiniLM-L12-v2,0.6069096574846536,0.2401759527935331
gov-ai,6,paraphrase-multilingual-mpnet-base-v2,0.6011158463272372,0.21714685693641617
gov-ai,6,potion-base-2M,0.6501696191435181,0.27486897577616287
gov-ai,6,potion-base-4M,0.4743791141092447,0.022926934869179533
gov-ai,6,potion-base-8M,0.4743791141092447,0.022926934869179533
gov-ai,6,potion-multilingual-128M,0.5405791266215658,0.07722711381973309
gov-ai,6,snowflake-arctic-embed-l-v2.0,0.555134954629258,0.15257554018501146
gov-ai,6,static-similarity-mrl-multilingual-v1,0.3820494534079659,0.003602762864109455
gov-ai,6,text-embedding-3-large,0.5829168958117965,0.20394522847699492
gov-ai,6,text-embedding-3-small,0.5897987655203849,0.18430302712344576
gov-ai,6,text-embedding-ada-002,0.5656341600848619,0.18427113439306358
gov-ai,6,xlm-roberta-base,0.5168782715635312,0.03667745415318231
gov-ai,6,xlm-roberta-large,0.42355514239851066,-0.005170693031865348
gov-ai,15,EmbeddingGemma-Scandi-300m,0.7192053645256297,0.40182918622363417
gov-ai,15,LaBSE,0.6603341492609276,0.3015976219766676
gov-ai,15,M2V_base_glove,0.5059900049704902,0.08664713665521724
gov-ai,15,M2V_base_glove_subword,0.4578379156452502,0.007113888704208496
gov-ai,15,M2V_base_output,0.48884838029491273,0.05504774425707406
gov-ai,15,Qwen3-Embedding-0.6B,0.5639741251457075,0.13022928265211703
gov-ai,15,Qwen3-Embedding-Scandi-0.6B,0.7680234209468126,0.48330135853716377
gov-ai,15,bge-m3,0.6811451383200458,0.2919635311986114
gov-ai,15,dfm-sentence-encoder-large,0.6835466732838311,0.33388186830869576
gov-ai,15,m2v-dfm-large,0.5984695733864946,0.14650407248652447
gov-ai,15,mmBERTscandi-base-embedding,0.6975907566489945,0.34204367451961215
gov-ai,15,model2vecdk,0.5507073602589001,0.12311456065349713
gov-ai,15,model2vecdk-stem,0.6345366007771467,0.24575480806811706
gov-ai,15,multilingual-e5-base,0.7707118460341007,0.4667785809546728
gov-ai,15,multilingual-e5-large,0.6998778112119526,0.331920560097936
gov-ai,15,multilingual-e5-large-instruct,0.7635699487141436,0.4571340539328341
gov-ai,15,multilingual-e5-small,0.707808923205492,0.30893020806405785
gov-ai,15,mxbai-embed-large-v1,0.7355028095086374,0.40301642198562004
gov-ai,15,nb-sbert-base,0.7372420617172549,0.4105859383380892
gov-ai,15,paraphrase-multilingual-MiniLM-L12-v2,0.6699160813327505,0.30934281818866805
gov-ai,15,paraphrase-multilingual-mpnet-base-v2,0.7185535939718053,0.3474748446196939
gov-ai,15,potion-base-2M,0.627930852896132,0.21295537557375727
gov-ai,15,potion-base-4M,0.6438945635798548,0.22141827424312474
gov-ai,15,potion-base-8M,0.6562807650732423,0.2517553201716812
gov-ai,15,potion-multilingual-128M,0.6214520450698704,0.24253110296920452
gov-ai,15,snowflake-arctic-embed-l-v2.0,0.7463643904739641,0.3962437602429686
gov-ai,15,static-similarity-mrl-multilingual-v1,0.4888483802949128,0.05504774425707406
gov-ai,15,text-embedding-3-large,0.5983567060476213,0.1719263056800395
gov-ai,15,text-embedding-3-small,0.7732734812867155,0.48101132427958776
gov-ai,15,text-embedding-ada-002,0.7165427512223904,0.39142149673204923
gov-ai,15,xlm-roberta-base,0.5253565315268569,0.11099143942157094
gov-ai,15,xlm-roberta-large,0.48810592835266253,0.05517016003587062
