dataset,seed,model,v_measure,adjusted_rand_index
gov-ai,6,xlm-roberta-base,0.1108263845511924,-0.04719288652406077
gov-ai,6,xlm-roberta-large,0.20553575404190783,0.03705978759726958
gov-ai,13,EmbeddingGemma-Scandi-300m,0.6604575157915187,0.29364397196538633
gov-ai,13,LaBSE,0.7069772301161537,0.18378354798036656
gov-ai,13,M2V_base_glove,0.08571453911202052,-0.018002857648469914
gov-ai,13,M2V_base_glove_subword,0.22496119414246366,0.010479541654905878
gov-ai,13,M2V_base_output,0.43636920187373335,0.13168903161949316
gov-ai,13,Qwen3-Embedding-0.6B,0.2909415191456669,0.05914410404498774
gov-ai,13,Qwen3-Embedding-Scandi-0.6B,0.37557064121171746,0.08389993355671044
gov-ai,13,bge-m3,0.6054221720845439,0.23109286812237734
gov-ai,13,dfm-sentence-encoder-large,0.14248216177733045,-0.016685378837273116
gov-ai,13,jaccard-binary,0.16125153119505214,0.019040728008508645
gov-ai,13,m2v-dfm-large,0.21790597088467303,0.03737495719992291
gov-ai,13,mmBERTscandi-base-embedding,0.1489494154405368,0.010179895206053094
gov-ai,13,model2vecdk,0.22496119414246366,0.010479541654905878
gov-ai,13,model2vecdk-stem,0.349354398131005,0.08121192431581128
gov-ai,13,multilingual-e5-base,0.6919518429410514,0.2622197930090491
gov-ai,13,multilingual-e5-large,0.24502056399197658,0.04828716032380851
gov-ai,13,multilingual-e5-large-instruct,0.6959411052965493,0.30098037882599293
gov-ai,13,multilingual-e5-small,0.6491969268797878,0.2515785205352488
gov-ai,13,mxbai-embed-large-v1,0.21261414323305322,0.02761878517500464
gov-ai,13,nb-sbert-base,0.5219785001631124,0.1909028272174085
gov-ai,13,paraphrase-multilingual-MiniLM-L12-v2,0.21261414323305322,0.02761878517500464
gov-ai,13,paraphrase-multilingual-mpnet-base-v2,0.21261414323305322,0.02761878517500464
gov-ai,13,potion-base-2M,0.21261414323305322,0.02761878517500464
